설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
(사)부산평화시장,시장,부산광역시,부산진구,서민·복지시설,SKT,Public WiFi,14-Oct,부산광역시 부산진구 자유평화로 7,부산광역시 부산진구 범천동 839-212번지,부산광역시,051-888-4604,35.1414964,129.0606529,2018-08-24
어린이대공원,학생교육문화회관,부산광역시,부산진구,지역문화시설,부산광역시,Dynamic Busan,09-Mar,부산광역시 부산진구 성지곡로 15,부산광역시 부산진구 초읍동 43-1,부산광역시,051-888-4604,35.183919,129.046302,2018-08-24
서면,롯데백화점건너편정류장,부산광역시,부산진구,기타,부산광역시,Dynamic Busan,16-Oct,부산광역시 부산진구 부전동 485-8,부산광역시 부산진구 부전동 485-8,부산광역시,051-888-4604,35.157742,129.055636,2018-08-24
서면,지하철5번출구앞,부산광역시,부산진구,기타,부산광역시,Dynamic Busan,16-Oct,부산광역시 부산진구 부전2동 257-65,부산광역시 부산진구 부전2동 257-65,부산광역시,051-888-4604,35.157569,129.058402,2018-08-24
동래우체국,민원실,부산광역시,동래구,관공서,KT,Public WiFi,16-Oct,부산광역시 동래구 명륜로 169,부산광역시 동래구 명륜동 638-13,부산광역시,051-888-4604,35.208968,129.081971,2018-08-24
삼성전자서비스(주) 동래,매장,부산광역시,동래구,기타,LGU+,Public WiFi,16-Oct,부산광역시 동래구 중앙대로 1267,부산광역시 동래구 사직동 145-6,부산광역시,051-888-4604,35.200353,129.077169,2018-08-24
동래시외버스터미널,터미널,부산광역시,동래구,교통시설,SKT,Public WiFi,16-Oct,부산광역시 동래구 중앙대로1325번길 24,부산광역시 동래구 온천동 1437-40,부산광역시,051-888-4604,35.205781,129.076744,2018-08-24
동래시외버스정류소,정류소,부산광역시,동래구,교통시설,KT,Public WiFi,16-Oct,부산광역시 동래구 중앙대로1325번길 24,부산광역시 동래구 온천동 1437-39,부산광역시,051-888-4604,35.205724,129.076584,2018-08-24
대동병원,병원,부산광역시,동래구,서민·복지시설,LGU+,Public WiFi,16-Oct,부산광역시 동래구 충렬대로 187,부산광역시 동래구 명륜동 530-1,부산광역시,051-888-4604,35.204244,129.080167,2018-08-24
NH농협은행 명장동지점,민원실,부산광역시,동래구,기타,KT,Public WiFi,16-Oct,부산광역시 동래구 명장로20번길 90,부산광역시 동래구 명장동 63-9,부산광역시,051-888-4604,35.202531,129.100217,2018-08-24
금강공원,공원,부산광역시,동래구,지역문화시설,KT,Public WiFi,16-Oct,부산광역시 동래구 우장춘로 155,부산광역시 동래구 온천동 산 27-11,부산광역시,051-888-4604,35.219244,129.075671,2018-08-24
(주)롯데자이언츠,사무실,부산광역시,동래구,지역문화시설,LGU+,Public WiFi,16-Oct,부산광역시 동래구 사직로 45,부산광역시 동래구 사직동 930-1,부산광역시,051-888-4604,35.191751,129.062339,2018-08-24
황전요양원,요양원,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 구만덕로172,부산광역시 동래구 온천2동 1737,부산광역시,051-888-4604,35.211531,129.055246,2018-08-24
개금1동주민센터,민원실,부산광역시,부산진구,관공서,SKT,Public WiFi,14-Oct,부산광역시 부산진구 가야대로454번길 9,부산광역시 부산진구 개금동 503-18번지,부산광역시,051-888-4604,35.1526863,129.0219201,2018-08-24
황전양로원,양로원,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 구만덕로172,부산광역시 동래구 온천2동 1737,부산광역시,051-888-4604,35.211695,129.054966,2018-08-24
충렬시장,시장,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 충렬대로459번길 73-10,부산광역시 동래구 안락동 464-21,부산광역시,051-888-4604,35.198083,129.109981,2018-08-24
원광노인요양원,요양원,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 금강로145번길17,부산광역시 동래구 온천동 84-37,부산광역시,051-888-4604,35.221502,129.079864,2018-08-24
우리집원,우리집원,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 우장춘로 208,부산광역시 동래구 온천1동 13-2,부산광역시,051-888-4604,35.224178,129.078139,2018-08-24
온천인정시장,시장,부산광역시,동래구,편의시설,KT,Public WiFi,15-Oct,부산광역시 동래구 온천장로119번길 44-10,부산광역시 동래구 온천동 147-7,부산광역시,051-888-4604,35.2222577,129.0830246,2018-08-24
온천3동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,13-Oct,부산광역시 동래구 아시아드대로231번길 21,부산광역시 동래구 온천동 1246-6,부산광역시,051-888-4604,35.204957,129.0663041,2018-08-24
온천2동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 충렬대로107번길 28,부산광역시 동래구 온천동 707-3,부산광역시,051-888-4604,35.2079755,129.0729515,2018-08-24
온천1동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 금강로 127,부산광역시 동래구 온천동 221-1,부산광역시,051-888-4604,35.2200658,129.0801032,2018-08-24
온누리복지센터,센터,부산광역시,동래구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 동래구 동래로159번길 24,부산광역시 동래구 복천동 95-3,부산광역시,051-888-4604,35.2047763,129.0890594,2018-08-24
안락시장,시장,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 충렬대로410번길 21,부산광역시 동래구 안락동 603-1,부산광역시,051-888-4604,35.195484,129.103312,2018-08-24
안락2동주민센터,민원실,부산광역시,동래구,관공서,SKT,Public WiFi,14-Oct,부산광역시 동래구 명안로18번길 103,부산광역시 동래구 안락2동 464-38,부산광역시,051-888-4604,35.197732,129.110081,2018-08-24
암남공원 주차장,주차장,부산광역시,서구,관광,SKT,Public WiFi,12-Oct,부산광역시 서구 암남동 620-12,부산광역시 서구 암남동 620-12,부산광역시,051-888-4604,35.0634193,129.0202792,2018-08-24
망미1동 복합청사,민원실,부산광역시,수영구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 수영구 연수로315번길 23(망미동),부산광역시 수영구 망미동 640-15,부산광역시,051-888-4604,35.1734383,129.1049449,2018-08-24
동산원,동산원,부산광역시,수영구,서민·복지시설,LGU+,Public WiFi,13-Oct,부산광역시 수영구 광일로 29번길 42,부산광역시 수영구 광안1동 536-44,부산광역시,051-888-4604,35.160614,129.109941,2018-08-24
도영하우스,도영하우스,부산광역시,수영구,서민·복지시설,LGU+,Public WiFi,14-Oct,부산광역시 수영구 망미 번영로16번 나길4 (광안동),부산광역시 수영구 광안동 1041-15,부산광역시,051-888-4604,35.167853,129.110008,2018-08-24
남천해변시장,시장,부산광역시,수영구,서민·복지시설,LGU+,Public WiFi,14-Oct,부산광역시 수영구 광안해변로15번길 77 (남천동),부산광역시 수영구 남천동 556,부산광역시,051-888-4604,35.160599,129.112509,2018-08-24
남천역,역사,부산광역시,수영구,교통시설,LGU+,Public WiFi,13-Oct,부산광역시 수영구 수영로 408,부산광역시 수영구 남천동 19,부산광역시,051-888-4604,35.142318,129.108617,2018-08-24
남천동 도서관,도서관,부산광역시,수영구,지역문화시설,SKT,Public WiFi,12-Oct,부산광역시 수영구 남천서로 33,부산광역시 수영구 남천동 489-33,부산광역시,051-888-4604,35.1445103,129.1051971,2018-08-24
남천2동 주민센터,민원실,부산광역시,수영구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 수영구 광안해변로99(남천동),부산광역시 수영구 남천동 148-75,부산광역시,051-888-4604,35.1438178,129.114759,2018-08-24
남천1동 주민센터,민원실,부산광역시,수영구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 수영구 남천동로 13(남천동),부산광역시 수영구 남천동 14-28,부산광역시,051-888-4604,35.1426974,129.1103175,2018-08-24
남부산우체국,민원실,부산광역시,수영구,관공서,KT,Public WiFi,13-Oct,부산광역시 수영구 수영로 448,부산광역시 수영구 남천1동 27-4번지,부산광역시,051-888-4604,35.145511,129.110301,2018-08-24
금련산청소년수련원,수련원,부산광역시,수영구,서민·복지시설,SKT,Public WiFi,13-Oct,부산광역시 수영구 황령산로 156,부산광역시 수영구 광안4동 산60-3,부산광역시,051-888-4604,35.154551,129.101869,2018-08-24
광안어패류시장,시장,부산광역시,수영구,관광,SKT,Public WiFi,15-Oct,부산광역시 수영구 민락동 181-72,부산광역시 수영구 민락동 181-72번지,부산광역시,051-888-4604,35.155495,129.124623,2018-08-24
광안4동주민센터,민원실,부산광역시,수영구,관공서,SKT,Public WiFi,15-Oct,부산광역시 수영구 호암로9번길 34,부산광역시 수영구 광안동 773-8,부산광역시,051-888-4604,35.1550556,129.1114095,2018-08-24
광안3동주민센터,민원실,부산광역시,수영구,관공서,SKT,Public WiFi,15-Oct,부산광역시 수영구 망미번영로38번길 103,부산광역시 수영구 광안동 1070-3,부산광역시,051-888-4604,35.1679043,129.1135766,2018-08-24
광안2동주민센터,민원실,부산광역시,수영구,관공서,SKT,Public WiFi,15-Oct,부산광역시 수영구 광안로16번길 22,부산광역시 수영구 광안동 509-19,부산광역시,051-888-4604,35.1556707,129.1137603,2018-08-24
광안1동주민센터,민원실,부산광역시,수영구,관공서,SKT,Public WiFi,15-Oct,부산광역시 수영구 광일로14번길 17 (광안동),부산광역시 수영구 광안동 494-1,부산광역시,051-888-4604,35.1629056,129.1124947,2018-08-24
광안리해수욕장,수변공원끝부분,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 민락수변로 125,부산광역시 수영구 민락동 110-19,부산광역시,051-888-4604,35.154949,129.133841,2018-08-24
광안리해수욕장,부산시수협방파제,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 민락동 113-53,부산광역시 수영구 민락동 113-53,부산광역시,051-888-4604,35.153979,129.131236,2018-08-24
광안리해수욕장,씨사이드웨딩홀 앞,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 수변로 29,부산광역시 수영구 민락동 181-223,부산광역시,051-888-4604,35.159491,129.124001,2018-08-24
광안리해수욕장,엘모텔 GS25앞,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 광안해변로 259,부산광역시 수영구 민락동 177-8,부산광역시,051-888-4604,35.156367,129.122167,2018-08-24
광안리해수욕장,삼익비치타운301동 앞,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 남천동 148-6,부산광역시 수영구 남천동 148-6,부산광역시,051-888-4604,35.146059,129.117613,2018-08-24
광안리해수욕장,광남초등학교 앞,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 광안해변로54번길 222,부산광역시 수영구 남천동 147-2,부산광역시,051-888-4604,35.146116,129.114781,2018-08-24
광안리해수욕장,게스후레스토랑 앞,부산광역시,수영구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 수영구 광안해변로 183,부산광역시 수영구 광안동 200-1,부산광역시,051-888-4604,35.153144,129.118661,2018-08-24
구덕문화공원,광장,부산광역시,서구,관광,SKT,Public WiFi,12-Oct,부산광역시 서구 꽃마을로163번길 73,부산광역시 서구 서대신동3가 산 18-15,부산광역시,051-888-4604,35.1264082,129.0052635,2018-08-24
충무동 주민센터,민원실,부산광역시,서구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 서구 구덕로148번길 16,부산광역시 서구 토성동5가 22-11,부산광역시,051-888-4604,35.098025,129.021635,2018-08-24
초장동 주민센터,민원실,부산광역시,서구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 서구 초장로27번길 32,부산광역시 서구 초장동 75-483,부산광역시,051-888-4604,35.095977,129.020293,2018-08-24
안락2동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 명안로18번길 103,부산광역시 동래구 안락동 464-38,부산광역시,051-888-4604,35.1977135,129.1100612,2018-08-24
안락1동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 안연로110번길 9,부산광역시 동래구 안락동 433-24,부산광역시,051-888-4604,35.1970549,129.0985668,2018-08-24
신세계요양병원,병원,부산광역시,동래구,서민·복지시설,LGU+,Public WiFi,14-Oct,부산광역시 동래구 온천장로 40,부산광역시 동래구 온천동 449-6,부산광역시,051-888-4604,35.2156767,129.0797061,2018-08-24
신라직업재활시설,시설,부산광역시,동래구,서민·복지시설,SKT,Public WiFi,15-Oct,부산광역시 동래구 쇠미로 179,부산광역시 동래구 온천동 1202-7,부산광역시,051-888-4604,35.2065326,129.0625082,2018-08-24
수안역,역사,부산광역시,동래구,교통시설,LGU+,Public WiFi,13-Oct,부산광역시 동래구 충렬대로 223,부산광역시 동래구 수안동204-2,부산광역시,051-888-4604,35.201835,129.083804,2018-08-24
수민동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 온천천로339번길 48,부산광역시 동래구 낙민동 135-10,부산광역시,051-888-4604,35.1960319,129.0910345,2018-08-24
성지노인요양원,요양원,부산광역시,동래구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 동래구 석사북로 40-1,부산광역시 동래구 사직동 22-32번지,부산광역시,051-888-4604,35.2017557,129.0633365,2018-08-24
서원시장,시장,부산광역시,동래구,편의시설,KT,Public WiFi,15-Oct,부산광역시 동래구 충렬대로359번길 55,부산광역시 동래구 안락동 425-51,부산광역시,051-888-4604,35.2003971,129.0990175,2018-08-24
새들원,새들원,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 금정마을로83,부산광역시 동래구 온천동 산 75-3,부산광역시,051-888-4604,35.213345,129.064374,2018-08-24
상락정연화홈,연화홈,부산광역시,동래구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 동래구 명륜로 218번길 23,부산광역시 동래구 명륜동 72-4번지,부산광역시,051-888-4604,35.213182,129.0844783,2018-08-24
사직종합사회복지관,복지관,부산광역시,동래구,서민·복지시설,SKT,Public WiFi,13-Oct,부산광역시 동래구 사직북로 77,부산광역시 동래구 사직2동 594-8번지,부산광역시,051-888-4604,35.2004476,129.0561317,2018-08-24
사직3동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 아시아드대로154번길 79,부산광역시 동래구 사직동 123-23,부산광역시,051-888-4604,35.1994595,129.0694541,2018-08-24
사직2동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 사직북로 69,부산광역시 동래구 사직동 29-2,부산광역시,051-888-4604,35.2002328,129.0569242,2018-08-24
사직1동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 석사로 19,부산광역시 동래구 사직동 50-16,부산광역시,051-888-4604,35.1989775,129.0619357,2018-08-24
부산해양자연사박물관,박물관,부산광역시,동래구,지역문화시설,KT,Public WiFi,12-Oct,부산광역시 동래구 우장춘로 175,부산광역시 동래구 온천1동 산13-1,부산광역시,051-888-4604,35.2219917,129.0758813,2018-08-24
부산장애인직업재활시설,시설,부산광역시,동래구,서민·복지시설,KT,Public WiFi,15-Oct,부산광역시 동래구 사직로 11,부산광역시 동래구 사직동 98-7,부산광역시,051-888-4604,35.1961602,129.0645206,2018-08-24
복산동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 복천로 1,부산광역시 동래구 복천동 462-2,부산광역시,051-888-4604,35.2058204,129.0860036,2018-08-24
보금자리,보금자리,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 사직북로50번길49,부산광역시 동래구 사직2동 634-3 2층,부산광역시,051-888-4604,35.201582,129.059611,2018-08-24
명장2동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 명서로 168,부산광역시 동래구 명장동 326-4,부산광역시,051-888-4604,35.2076632,129.1018092,2018-08-24
명장1동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 명장로 32,부산광역시 동래구 명장동 133-5,부산광역시,051-888-4604,35.2047716,129.1042683,2018-08-24
명륜동동사무소,민원실,부산광역시,동래구,관공서,KT,Public WiFi,12-Oct,부산광역시 동래구 동래로57번길 88,부산광역시 동래구 명륜동 700-20,부산광역시,051-888-4604,35.2145509,129.0821725,2018-08-24
동래종합사회복지관,복지관,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 시실로107번길 151,부산광역시 동래구 명장동 508-72,부산광역시,051-888-4604,35.2110107,129.0984318,2018-08-24
동래종합사회복지관,복지관,부산광역시,동래구,서민·복지시설,LGU+,Public WiFi,13-Oct,부산광역시 동래구 시실로107번길 151,부산광역시 동래구 명장2동 508-72번지,부산광역시,051-888-4604,35.2110107,129.0984318,2018-08-24
동래역,역사,부산광역시,동래구,교통시설,LGU+,Public WiFi,13-Oct,부산광역시 동래구 중앙대로 1324,부산광역시 동래구 온천동 527,부산광역시,051-888-4604,35.205641,129.078495,2018-08-24
동래보훈회관,회관,부산광역시,동래구,서민·복지시설,KT,Public WiFi,14-Oct,부산광역시 동래구 수안로 16,부산광역시 동래구 수안동 39-35,부산광역시,051-888-4604,35.1958651,129.0875417,2018-08-24
동래보건소,민원실,부산광역시,동래구,서민·복지시설,SKT,Public WiFi,14-Oct,부산광역시 동래구 명륜로187번길 56,부산광역시 동래구 명륜동 702-54,부산광역시,051-888-4604,35.211408,129.079856,2018-08-24
동래보건소,민원실,부산광역시,동래구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 동래구 명륜로187번길 56,부산광역시 동래구 명륜동 702-54,부산광역시,051-888-4604,35.2114415,129.0798777,2018-08-24
동래문화회관,지하1층,부산광역시,동래구,지역문화시설,SKT,Public WiFi,12-Oct,부산광역시 동래구 문화로 80,부산광역시 동래구 명륜2동 137,부산광역시,051-888-4604,35.212071,129.090388,2018-08-24
동래문화회관,2층,부산광역시,동래구,지역문화시설,SKT,Public WiFi,12-Oct,부산광역시 동래구 문화로 80,부산광역시 동래구 명륜2동 137,부산광역시,051-888-4604,35.212071,129.090388,2018-08-24
구덕청소년수련관,수련관,부산광역시,서구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 서구 꽃마을로156번길 109,부산광역시 서구 서대신동3가 750번지,부산광역시,051-888-4604,35.1252393,129.0106974,2018-08-24
구덕운동장,실내체육관,부산광역시,서구,지역문화시설,SKT,Public WiFi,15-Oct,부산광역시 서구 망양로 57,부산광역시 서구 서대신동3가 210-1,부산광역시,051-888-4604,35.1161447,129.015032,2018-08-24
구덕운동장,주경기장,부산광역시,서구,지역문화시설,SKT,Public WiFi,13-Oct,부산광역시 서구 망양로 57,부산광역시 서구 서대신동3가 210,부산광역시,051-888-4604,35.1162056,129.015218,2018-08-24
구덕운동장,야구장,부산광역시,서구,지역문화시설,SKT,Public WiFi,13-Oct,부산광역시 서구 망양로 57,부산광역시 서구 서대신동3가 210,부산광역시,051-888-4604,35.1162056,129.015218,2018-08-24
구덕도서관,도서관,부산광역시,서구,지역문화시설,KT,Public WiFi,15-Oct,부산광역시 서구 대신공원로 41,부산광역시 서구  서대신동3가 산2-3,부산광역시,051-888-4604,35.1217054,129.0170745,2018-08-24
송도해수욕장,송도해양레포츠센터,부산광역시,서구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 서구 송도해변로 50,부산광역시 서구 암남동 135-5,부산광역시,051-888-4604,35.076154,129.022793,2018-08-24
송도해수욕장,거북섬입구,부산광역시,서구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 서구 암남동 135-2,부산광역시 서구 암남동 135-2,부산광역시,051-888-4604,35.077773,129.021608,2018-08-24
송도해수욕장,임해봉사실,부산광역시,서구,관광,부산광역시,Dynamic Busan,16-Oct,부산광역시 서구 송도해변로 100,부산광역시 서구 암남동 135-5,부산광역시,051-888-4604,35.075448,129.016759,2018-08-24
송도해수욕장,기린모텔앞가로등,부산광역시,서구,관광,부산광역시,Dynamic Busan,09-Mar,부산광역시 서구 송도해변로 140,부산광역시 서구 암남동 135-1,부산광역시,051-888-4604,35.077201,129.018067,2018-08-24
농협 승학지점(괴정동),민원실,부산광역시,사하구,기타,SKT,Public WiFi,16-Oct,부산광역시 사하구 낙동대로 251,부산광역시 사하구 괴정동 744-3,부산광역시,051-888-4604,35.098993,128.989447,2018-08-24
부산은행 을숙도,민원실,부산광역시,사하구,기타,SKT,Public WiFi,16-Oct,부산광역시 사하구 하신번영로 387,부산광역시 사하구 하단동 1160-5,부산광역시,051-888-4604,35.115659,128.960509,2018-08-24
서부산농협 구평지점,민원실,부산광역시,사하구,기타,KT,Public WiFi,16-Oct,부산광역시 사하구 두송로 142,부산광역시 사하구 구평동 435-231,부산광역시,051-888-4604,35.072736,128.983119,2018-08-24
서부산농협 감천지점,민원실,부산광역시,사하구,기타,KT,Public WiFi,16-Oct,부산광역시 사하구 옥천로 27,부산광역시 사하구 감천동 547-7,부산광역시,051-888-4604,35.090032,129.005741,2018-08-24
낙동강하구에코센터,센터,부산광역시,사하구,지역문화시설,SKT,Public WiFi,16-Oct,부산광역시 사하구 낙동남로 1240,부산광역시 사하구 하단동 1207-2,부산광역시,051-888-4604,35.104501,128.945994,2018-08-24
감천문화마을 작은박물관앞,박물관,부산광역시,사하구,지역문화시설,SKT,Public WiFi,16-Oct,부산광역시 사하구 감내2로 191,부산광역시 사하구 감천동 1-5,부산광역시,051-888-4604,35.097971,129.010454,2018-08-24
형제복지지원재단,재단,부산광역시,사하구,관공서,LGU+,Public WiFi,12-Oct,부산광역시 사하구 다대로 317,부산광역시 사하구 장림2동 380-2,부산광역시,051-888-4604,35.0738678,128.976877,2018-08-24
헌혈의집 하단센터,센터,부산광역시,사하구,기타,SKT,Public WiFi,13-Oct,부산광역시 사하구 낙동대로516번길 48,부산광역시 사하구 하단2동 494-3,부산광역시,051-888-4604,35.1129401,128.9661993,2018-08-24
해양경찰정비창(부산),민원실,부산광역시,사하구,관공서,KT,Public WiFi,12-Oct,부산광역시 사하구 다대로605번길 93,부산광역시 사하구 다대동 375,부산광역시,051-888-4604,35.051404,128.979728,2018-08-24
하단2동주민센터,민원실,부산광역시,사하구,관공서,SKT,Public WiFi,14-Oct,부산광역시 사하구 하신번영로 377,부산광역시 사하구 하단1동 1161-3,부산광역시,051-888-4604,35.1146068,128.9605219,2018-08-24
하단1동주민센터,민원실,부산광역시,사하구,관공서,SKT,Public WiFi,12-Oct,부산광역시 사하구 하신중앙로 266,부산광역시 사하구 하단1동 571-2,부산광역시,051-888-4604,35.1023037,128.9610914,2018-08-24
장림시장,시장,부산광역시,사하구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 사하구 장림번영로 22,부산광역시 사하구 장림1동 792-7번지,부산광역시,051-888-4604,35.0807605,128.9678761,2018-08-24
장림2동주민센터,민원실,부산광역시,사하구,관공서,SKT,Public WiFi,14-Oct,부산광역시 사하구 장평로 131,부산광역시 사하구 장림2동 601,부산광역시,051-888-4604,35.0778649,128.9726159,2018-08-24
장림1동주민센터,민원실,부산광역시,사하구,관공서,SKT,Public WiFi,14-Oct,부산광역시 사하구 장림로161번길 2,부산광역시 사하구 장림동 1140,부산광역시,051-888-4604,35.0830111,128.9668954,2018-08-24
장림1동주민센터,문화교실,부산광역시,사하구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 사하구 장림로161번길 2,부산광역시 사하구 장림동 1140,부산광역시,051-888-4604,35.078372,128.969919,2018-08-24
자매정신요양원,요양원,부산광역시,사하구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 사하구 사리로 37,부산광역시 사하구 괴정3동 245,부산광역시,051-888-4604,35.1033357,128.9984146,2018-08-24
을숙도전시관,소강당,부산광역시,사하구,지역문화시설,LGU+,Public WiFi,12-Oct,부산광역시 사하구 낙동남로1233번길 25,부산광역시 사하구 하단2동 1151-14,부산광역시,051-888-4604,35.1094769,128.9448753,2018-08-24
을숙도전시관,대강당,부산광역시,사하구,지역문화시설,LGU+,Public WiFi,12-Oct,부산광역시 사하구 낙동남로1233번길 25,부산광역시 사하구 하단2동 1151-14,부산광역시,051-888-4604,35.1094769,128.9448753,2018-08-24
을숙도전시관,관리동,부산광역시,사하구,지역문화시설,LGU+,Public WiFi,12-Oct,부산광역시 사하구 낙동남로1233번길 25,부산광역시 사하구 하단2동 1151-14,부산광역시,051-888-4604,35.1094769,128.9448753,2018-08-24
신평2동주민센터,민원실,부산광역시,사하구,관공서,SKT,Public WiFi,14-Oct,부산광역시 사하구 하신번영로 137,부산광역시 사하구 신평2동 647-1,부산광역시,051-888-4604,35.0946795,128.9594496,2018-08-24
신평1동주민센터,민원실,부산광역시,사하구,관공서,SKT,Public WiFi,14-Oct,부산광역시 사하구 신산로 173,부산광역시 사하구 신평2동 544-1,부산광역시,051-888-4604,35.0900294,128.9744753,2018-08-24
신평1동주민센터,동대(주민자치),부산광역시,사하구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 사하구 신산로 173,부산광역시 사하구 신평동 544-1,부산광역시,051-888-4604,35.090082,128.974371,2018-08-24
사하사랑채노인복지관,복지관,부산광역시,사하구,서민·복지시설,SKT,Public WiFi,13-Oct,부산광역시 사하구 사리로 37,부산광역시 사하구 괴정동 284-1,부산광역시,051-888-4604,35.103001,128.998749,2018-08-24
사하두바퀴장애인자립생활센터,센터,부산광역시,사하구,서민·복지시설,SKT,Public WiFi,13-Oct,부산광역시 사하구 하신번영로 135,부산광역시 사하구 신평2동 647-3,부산광역시,051-888-4604,35.0945931,128.9598874,2018-08-24
사하도서관,도서관,부산광역시,사하구,지역문화시설,KT,Public WiFi,12-Oct,부산광역시 사하구 승학로 247,부산광역시 사하구 괴정동 1040-31,부산광역시,051-888-4604,35.1030899,128.9913128,2018-08-24
사하구청,민원실,부산광역시,사하구,관공서,KT,Public WiFi,12-Oct,부산광역시 사하구 승학로 58,부산광역시 사하구 당리동 317,부산광역시,051-888-4604,35.105151,128.974591,2018-08-24
사하구종합사회복지관,복지관,부산광역시,사하구,서민·복지시설,SKT,Public WiFi,13-Oct,부산광역시 사하구 감내2로 21,부산광역시 사하구 감천2동 12-278,부산광역시,051-888-4604,35.094477,129.007815,2018-08-24
사하구장애인복지관,복지관,부산광역시,사하구,서민·복지시설,SKT,Public WiFi,Jan-00,부산광역시 사하구 사하로68번길 65,부산광역시 사하구 구평동 43,부산광역시,051-888-4604,35.0855069,128.9931039,2018-08-24
사하구보건소,민원실,부산광역시,사하구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 사하구 하신번영로127번길 2,부산광역시 사하구 신평2동 647-5번지,부산광역시,051-888-4604,35.0943432,128.9594263,2018-08-24
빅월드 사업부,빅월드사업부,부산광역시,사하구,기타,LGU+,Public WiFi,13-Oct,부산광역시 사하구 다대로 317,부산광역시 사하구 장림2동 380-2,부산광역시,051-888-4604,35.0738678,128.976877,2018-08-24
부산사하우체국,민원실,부산광역시,사하구,관공서,KT,Public WiFi,13-Oct,부산광역시 사하구 낙동대로 346,부산광역시 사하구 당리동 481-1,부산광역시,051-888-4604,35.101123,128.9797481,2018-08-24
몰운대종합사회복지관,복지관,부산광역시,사하구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 사하구 다대낙조 2길 15,부산광역시 사하구 다대동 1548-12,부산광역시,051-888-4604,35.0510926,128.9635696,2018-08-24
